"","Curve","R2","Slope","Intercept","Run_Date"
"1","High",0.998629535,576.8989635,173986.2174,"6/16/2025"
"2","Low",0.999025956,611.6960965,-3791.2684,"6/16/2025"
"3","High",0.999910088,570.3924696,138747.3478,"6/12/2025"
"4","Low",0.997909846,621.5734101,3224.253456,"6/12/2025"
"5","High",0.998988163,590.7374122,-109278.7391,"6/18/2025"
"6","Low",0.999099521,590.313762,954.7682251,"6/18/2025"
"7","High",0.99996634,599.6807026,26208.91304,"6/23/2025"
"8","Low",0.999863923,615.4982719,-1451.452765,"6/23/2025"
"9","High",0.999867019,572.7540581,103940.3526,"6/12/2025"
"10","High",0.999136074,578.3233889,147368.3056,"6/24/2025"
"11","High",0.999714764,557.0181955,63141.89461,"8/13/2025"
"12","High",0.999929313,569.5692617,70555.2852,"8/14/2025"
"13","High",0.999934998,576.0014953,59833.88592,"8/15/2025"
"14","Low",0.999825511,618.738894,-329.6497696,"6/24/2025"
"15","Low",0.999354728,573.9682258,1742.895161,"8/13/2025"
"16","Low",0.999812985,594.7380415,450.7868664,"8/14/2025"
"17","Low",0.999314443,590.127235,300.875576,"8/15/2025"
"18","High",0.999349458,566.610243,108900.3289,"11/19/2025"
"19","High",0.999873779,587.9985034,71386.92388,"11/20/2025"
"20","High",0.999736048,589.1853066,80752.33906,"11/21/2025"
"21","Low",0.999452368,598.9361751,2553.37788,"11/19/2025"
"22","Low",0.999805516,607.6612442,1337.605991,"11/20/2025"
"23","Low",0.999723646,611.0642166,268.1647465,"11/21/2025"
"24","High",0.99979795,589.9523588,78364.6374,"10/10/2025"
"25","High",0.999906574,602.4859279,44895.55513,"10/9/2025"
"26","Low",0.999815033,613.1347926,815.3156682,"10/10/2025"
"27","Low",0.999906795,616.8795392,891.9792627,"10/9/2025"
"28","High",0.99979795007905,589.952358778626,78364.6374045812,"10/10/2025"
"29","High",0.999906573786545,602.485927905004,44895.5551314685,"10/9/2025"
"30","High",0.999349457986313,566.610243002545,108900.328880408,"11/19/2025"
"31","High",0.999873778751617,587.998503392706,71386.9238761664,"11/20/2025"
"32","High",0.999736048081131,589.185306615776,80752.3390585252,"11/21/2025"
"33","Low",0.999815033025723,613.134792626728,815.315668202766,"10/10/2025"
"34","Low",0.999906794901798,616.879539170507,891.979262672812,"10/9/2025"
"35","Low",0.999452368389564,598.936175115207,2553.37788018435,"11/19/2025"
"36","Low",0.999805515723259,607.661244239632,1337.60599078335,"11/20/2025"
"37","Low",0.999723646199685,611.064216589862,268.164746543752,"11/21/2025"
"38","High",0.999660553024653,584.547282442748,95430.7251908399,"11/24/2025"
"39","High",0.999611517468676,571.178324427481,109088.501908396,"12/12/2025"
"40","High",0.999904574523576,589.63549745547,59650.869592878,"12/8/2025"
"41","High",0.999895471966372,595.916302374894,52729.8717133172,"12/9/2025"
"42","Low",0.999684610364038,608.086152073733,1866.55184331791,"11/24/2025"
"43","Low",0.999693763981197,594.682926267281,247.406682027638,"12/12/2025"
"44","Low",0.99991472093858,609.12202764977,1053.19124423962,"12/8/2025"
"45","Low",0.999467903925506,607.190552995392,2009.3248847926,"12/9/2025"
"46","High",0.999756874220664,585.983825911789,89677.1404792209,"11/24/2025"
"47","Low",0.999848097053785,609.501209677419,1089.86693548393,"11/24/2025"
"48","High",0.999756874220664,585.983825911789,89677.1404792209,"11/24/2025"
"49","High",0.999611517468676,571.178324427481,109088.501908396,"12/12/2025"
"50","High",0.999904574523576,589.63549745547,59650.869592878,"12/8/2025"
"51","High",0.999895471966372,595.916302374894,52729.8717133172,"12/9/2025"
"52","Low",0.999848097053785,609.501209677419,1089.86693548393,"11/24/2025"
"53","Low",0.999693763981197,594.682926267281,247.406682027638,"12/12/2025"
"54","Low",0.99991472093858,609.12202764977,1053.19124423962,"12/8/2025"
"55","Low",0.999467903925506,607.190552995392,2009.3248847926,"12/9/2025"
